Ref. Charge Code,Category,NCIC Category,Long Description,
115.203-001N202059,Election Fraud,59,CLASS FOUR ELECTION OFFENSE OF VOTER REGISTRATION AND SUBMISSION OF VOTER REGISTRATION APPLICATIONS,
191.677-001Y202055,Health Violation,55,"KNOWINGLY INFECT ANOTHER WITH HIV BY BEING A BLOOD, BLOOD PRODUCT, ORGAN, TISSUE OR SPERM DONOR",
191.677-002Y202055,Health Violation,55,RECKLESSLY INFECT ANOTHER WITH HIV WHEN ACTOR IS KNOWINGLY INFECTED WITH HIV,
191.677-003Y202055,Health Violation,55,"BE OR ATTEMPT TO BE A BLOOD, BLOOD PRODUCT, ORGAN, TISSUE, SPERM DONOR WHEN ACTOR IS KNOWINGLY INFECTED WITH HIV",
191.677-004Y202055,Health Violation,55,RECKLESSLY RISK INFECTION OF ANOTHER WITH HIV WHEN ACTOR IS KNOWINGLY INFECTED WITH HIV,
577.100-001N202055,Health Violation,55,ABANDONMENT OF AN AIRTIGHT OR SEMIAIRTIGHT ICEBOX,
105.492-001N202059,Election Fraud,59,MISREPRESENTATION OR OMISSION OF FACTS IN FINANCIAL INTEREST STATEMENT,
561.021-001N202059,Election Fraud,59,"FAIL TO DISCLOSE THE SUM OF CONTRIBUTION TO A POLITICAL ENTITY IF OVER $3,000",
196.015-001N202055,Health Violation,55,"VIOLATE REGULATIONS FOR MANUFACTURE AND SALE OF FOOD, DRUGS OR COSMETICS",
70.441-001N202055,Health Violation,55,"VIOLATION OF RULES AND REGULATIONS OF RAPID TRANSIT CAR, BUS OR OTHER CONVEYANCE",
64.463-001N202055,Health Violation,55,DUMPING IN AN UNLICENSED AREA,
226.720-001N202055,Health Violation,55,UNSCREENED JUNKYARDS NEAR STATE AND COUNTY ROADS PROHIBITED- 2ND OR SUBSEQUENT OFFENSE,
226.720-002N202055,Health Violation,55,UNSCREENED JUNKYARDS NEAR STATE AND COUNTY ROADS PROHIBITED- 1ST OFFENSE,
137.177-001N202055,Health Violation,55,FAILURE TO SECURE A BUILDING PERMIT,
269.130-001N202055,Health Violation,55,FAIL TO HAVE VEHICLE USED TO TRANSPORT BODIES OF DEAD ANIMALS CONSTRUCTED TO PREVENT SEEPAGE/DRIPPING FROM BODIES/SEEN BY PUBLIC,
269.020-001N202055,Health Violation,55,VIOLATING PROVISIONS REGARDING DISPOSAL OF DEAD ANIMALS,
319.050-001N202055,Health Violation,55,FAILURE TO NOTIFY AN OPERATOR OF AN UNDERGROUND FACILITY WHEN EXCAVATING,
319.080-001N202055,Health Violation,55,PERFORM OR REQUIRE ANOTHER TO PERFORM ACTIVITIES WITHIN 10 FEET OF HIGH VOLTAGE OVERHEAD LINES,
204.330-001Y202055,Health Violation,55,MAKING FALSE STATEMENTS/TAMPERING WITH MONITORING DEVICE ON SEWER TREATMENT SYSTEM - 2ND OFFENSE,
334.686-001N202055,Health Violation,55,PRACTICING/ADVERTISING AS PHYSICAL THERAPIST ASSISTANT WITHOUT LICENSE OR USE SUCH LETTERS/ABBREVIATIONS/TITLE,
194.110-001N202055,Health Violation,55,FAILURE TO COMPLY WITH REQUIREMENTS FOR TRANSPORTATION OF DEAD BODIES,
260.425-001Y202055,Health Violation,55,VIOLATION OF HAZARDOUS WASTE MANAGEMENT OR TRANSPORTATION PRACTICES - 2ND OFFENSE,
260.425-002Y202055,Health Violation,55,VIOLATE HAZARDOUS WASTE MANAGEMENT/TRANSPORTING PRACTICE - 1ST OFFENSE,
407.931-001N202055,Health Violation,55,SELL/PROVIDE/DISTRIBUTE TOBACCO/ALTERNATIVE NICOTINE/VAPOR PRODUCTS TO ANY PERSON UNDER 18 YOA - 3RD OR SUBSEQUENT OFFENSE,
407.931-002N202055,Health Violation,55,SELL/PROVIDE/DISTRIBUTE TOBACCO/ALTERNATIVE NICOTINE/VAPOR PRODUCTS TO ANY PERSON UNDER 18 YOA - 1ST OR 2ND OFFENSE,
407.933-001N202055,Health Violation,55,"PERSON LESS THAN 18 YOA PURCHASE, ATTEMPT TO PURCHASE OR POSSESS CIGARETTES OR TOBACCO/ALTERNATIVE NICOTINE/VAPOR PRODUCTS - 2ND OR SUBSEQUENT OFFENSE",
407.933-002N202055,Health Violation,55,"PERSON LESS THAN 18 YOA PURCHASE, ATTEMPT TO PURCHASE OR POSSESS CIGARETTES OR TOBACCO/ALTERNATIVE NICOTINE/VAPOR PRODUCTS - 1ST OFFENSE",
578.024-004N202055,Health Violation,55,OWNER/POSSESSOR'S DOG BITES PERSON/DOMESTIC ANIMAL (2ND OR SUBSEQUENT BITE),
407.931-003N202055,Health Violation,55,UNLAWFULLY SELL TOBACCO PRODUCTS TO A MINOR/FAIL TO DISPLAY REQUIRED SIGN,
578.029-002N202055,Health Violation,55,KNOWINGLY/INTENTIONALLY RELEASING AN ANIMAL - 1ST OFFENSE,
221.111-005N202055,Health Violation,55,KNOWINGLY DELIVER/ATTEMPT TO DELIVER/POSSESS/DEPOSIT OR CONCEAL IN OR ABOUT COUNTY/PRIVATE JAIL/CORRECTIONAL CENTER PROHIBITED PERSONAL ITEMS,
191.905-001Y202055,Health Violation,55,VIOLATIONS INVOLVING HEALTH CARE PAYMENTS - 2ND OR SUBSEQUENT OFFENSE,
190.142-001N202055,Health Violation,55,PROVIDE EMT SERVICES WITHOUT A LICENSE OR IMPERSONATE AN EMT,
324.089-001N202055,Health Violation,55,"KNOWINGLY VIOLATE, PARTICIPATE IN OR ACCESSORY TO VIOLATE ANY PROVISIONS REGARDING ""OCCUPATIONAL THERAPY PRACTICE ACT""",
324.153-001N202055,Health Violation,55,ENGAGE IN OR OFFER TO ENGAGE IN PERFUSION WITHOUT A VALID CLINICAL PERFUSIONIST LICENSE,
324.153-002N202055,Health Violation,55,ACTING AS A CERTIFIED CLINICAL PERFUSIONIST WITHOUT A VALID CERTIFICATE,
459.045-002Y202055,Health Violation,55,FALSIFY LIFE SUPPORT DECLARATION - CONCEALING REVOCATION OF DECLARATION PROCEDURES,
315.045-001N202055,Health Violation,55,OPERATING LODGING ESTABLISHMENT WITHOUT A LICENSE,
210.060-001N202055,Health Violation,55,MISREPRESENTATION OF FACTS IN REPORTING BLOOD TEST OF INFANT,
210.256-002N202055,Health Violation,55,FAILURE OF A CHILD CARE FACILITY TO HAVE PREMISES INSPECTED/TO SUPPLY NOTICE OF PARENTAL RESPONSIBILITY - 1ST OFFENSE,
210.211-001N202055,Health Violation,55,ESTABLISH/MAINTAIN/OPERATE A CHILD CARE FACILITY WITHOUT LICENSE GRANTED BY DHSS - 1ST OFFENSE,
324.520-001N202055,Health Violation,55,TATTOO/BRAND/BODY PIERCE ANOTHER WHILE PERSON PERFORMING SUCH IS UNDER THE AGE OF 18 - SUBSEQUENT OFFENSE WITHIN 1 YEAR,
324.520-002N202055,Health Violation,55,TATTOO/BRAND/BODY PIERCE ANOTHER WHILE PERSON PERFORMING SUCH IS UNDER THE AGE OF 18 - 1ST OFFENSE,
324.522-001N202055,Health Violation,55,"UNLAWFUL PRACTICE OF TATTOOING, BODY PIERCING OR BRANDING",
578.009-001N202055,Health Violation,55,ANIMAL NEGLECT OR ABANDONMENT - 2ND OFFENSE,
210.906-001N202055,Health Violation,55,PERSON HIRED AS CHILDCARE/ELDERCARE/MENTAL HEALTH WORKER FAILED TO COMPLETE REGISTRATION FORM WITHIN 15 DAYS OF EMPLOYMENT,
210.921-001N202055,Health Violation,55,MISUSE OF FAMILY CARE REGISTRY INFORMATION,
383.133-001N202055,Health Violation,55,FAILURE TO REPORT DISCIPLINARY ACTION AGAINST A HEALTH CARE PROFESSIONAL,
273.350-001N202055,Health Violation,55,SHIPMENT OF DISEASED ANIMALS,
194.275-001Y202055,Health Violation,55,PURCHASE/SELL ANATOMICAL GIFT OR PART,
346.015-001N202055,Health Violation,55,ENGAGE IN PRACTICE OF FITTING HEARING INSTRUMENTS OR ADVERTISE PRACTICE WITHOUT A VALID LICENSE,
287.380-001N202055,Health Violation,55,FAILURE OF EMPLOYER/INSURER TO REPORT PERSONAL INJURY ACCIDENT WITHIN 30 DAYS OR SUBSEQUENT REPORTS WITHIN STATUTORY TIME FRAMES,
643.225-001Y202055,Health Violation,55,ENGAGE IN ASBESTOS ABATEMENT PROJECT/INSPECTION/MANAGEMENT PLAN/ASBESTOS AIR SAMPLING WITHOUT CERTIFICATE - 2ND OFFENSE,
643.232-001Y202055,Health Violation,55,FAILURE BY ASBESTOS ABATEMENT CONTRACTOR TO COMPLY WITH REGULATORY AGENCY - 2ND OFFENSE,
643.240-001Y202055,Health Violation,55,COMMENCING ASBESTOS ABATEMENT PROJECT WITHOUT MINIMIZING SPREAD OF FRIABLE ASBESTOS - 2ND OFFENSE,
701.550-001N202055,Health Violation,55,VIOLATION OF ANEMOMETER (WIND SPEED) TOWER REGULATIONS,
643.237-001Y202055,Health Violation,55,UNDERTAKING ASBESTOS ABATEMENT PROJECT WITHOUT MEETING REQUIREMENTS -  2ND OFFENSE,
701.330-001N202055,Health Violation,55,VIOLATIONS OF CONFIDENTIALITY REGARDING INFORMATION GATHERED ON INCIDENTS OF LEAD POISONING,
701.029-001N202055,Health Violation,55,CONTAMINATION OF SURFACE WATERS/GROUNDWATER OR PRESENT NUISANCE FROM DISPOSAL OF WASTES WITH AN ON-SITE DISPOSAL SYSTEM,
345.020-001N202055,Health Violation,55,OPERATING AS AN AUDIOLOGIST WITHOUT A LICENSE,
345.020-002N202055,Health Violation,55,OPERATING AS A SPEECH OR LANGUAGE PATHOLOGIST WITHOUT A LICENSE,
337.733-001N202055,Health Violation,55,VIOLATION OF SECTIONS 337.700 - 337.739 - VIOLATION OF REGULATIONS ON MARITAL AND FAMILY THERAPISTS/PROVISIONAL MARITAL AND FAMILY THERAPISTS,
345.065-001N202055,Health Violation,55,VIOLATION OF SPEECH OR LANGUAGE PATHOLOGIST OR CLINICAL AUDIOLOGIST PROVISIONS,
345.075-001N202055,Health Violation,55,PRACTICING AS SPEECH PATHOLOGIST OR AUDIOLOGIST WITHOUT A LICENSE,
346.110-001N202055,Health Violation,55,VIOLATION OF REGULATIONS FOR HEARING INSTRUMENTS/HEARING INSTRUMENT SPECIALISTS/LICENSED AUDIOLOGISTS,
643.250-001Y202055,Health Violation,55,2ND OR SUCCESSIVE CONVICTION OF REFUSAL TO PERMIT ENTRY OF AUTHORIZED REPRESENTATIVE OF DEPARTMENT OF NATURAL RESOURCES FOR PURPOSE UNDER SECTIONS 643.225 TO 643.250,
324.520-004N202055,Health Violation,55,FRAUDULENTLY MISREPRESENT ONE'S SELF AS A PARENT (REGARDING TATTOO),
324.520-006N202055,Health Violation,55,KNOWINGLY TATTOO/BRAND/BODY PIERCE A MINOR WITHOUT WRITTEN CONSENT OF MINOR'S PARENT - 1ST OFFENSE,
324.499-001N202055,Health Violation,55,VIOLATION OF ACUPUNCTURE LAW,
701.031-002N202055,Health Violation,55,VIOLATION OF MISSOURI SEWAGE DISPOSAL LAW - 1ST OFFENSE,
324.520-008N202055,Health Violation,55,TATTOO/BRAND/BODY PIERCE PERSON UNDER THE INFLUENCE OF INTOXICATING LIQUOR OR CONTROLLED SUBSTANCE - 1ST OFFENSE,
260.216-001N202055,Health Violation,55,ILLEGAL DISPOSAL OF WASTE IN ANOTHER'S RECEPTACLE,
334.610-001N202055,Health Violation,55,PRACTICING/ADVERTISING AS PHYSICAL THERAPIST WITHOUT LICENSE,
644.076-001Y202055,Health Violation,55,WILLFUL/NEGLIGENT CAUSE/PERMIT DISCHARGE OF WATER CONTAMINANTS IN VIOLATION OF SECTION 644.006 TO 644.141 - 2ND OR SUBSEQUENT OFFENSE,
644.076-003N202055,Health Violation,55,"PURSUANT TO SECTIONS 644.006 - 644.164, KNOWINGLY MAKE FALSE STATEMENT, REPRESENTATION OR CERTIFICATION IN APPLICATION/RENDERS INACCURATE DEVICE",
701.055-002N202055,Health Violation,55,CREATING A NUISANCE ON A FAMILY RESIDENCE LOT OF 3 ACRES OR MORE,
701.450-001N202055,Health Violation,55,VIOLATION OF PROVISIONS RELATED TO PUBLIC RESTROOMS,
149.071-001Y202061,Taxation,61,VIOLATE PROVISION OF SECTION 149.071 REGARDING EVIDENCE OF PAYMENT OF CIGARETTE TAXES,
149.076-001Y202061,Taxation,61,FILE FALSE REPORT/APPLICATION OR MAKE A FALSE STATEMENT TO DEPARTMENT OF REVENUE REGARDING PURCHASE OR SALE OF CIGARETTES,
144.510-001N202061,Taxation,61,VIOLATION OF SALES TAX LAW,
144.480-001Y202061,Taxation,61,"WITH INTENT TO DEFRAUD, WILLFULLY FAILED TO MAKE A SALES TAX RETURN/PAY SALES TAX/KEEP RECORDS/SUPPLY INFORMATION",
144.480-002Y202061,Taxation,61,"WITH INTENT TO DEFRAUD, WILLFULLY FAILED TO MAKE A SALES TAX RETURN/PAY SALES TAX/KEEP RECORDS/SUPPLY INFORMATION",
143.931-002Y202061,Taxation,61,FAILURE TO FILE/PAY A MISSOURI INCOME TAX RETURN -,
143.941-001Y202061,Taxation,61,FILING A FALSE MISSOURI INCOME TAX RETURN,
143.941-002Y202061,Taxation,61,FILING A FALSE MISSOURI INCOME TAX RETURN,
576.060-001N202061,Taxation,61,FAILURE TO GIVE A TAX LIST,
144.490-001Y202061,Taxation,61,FILING FALSE SALES TAX RETURN,
144.490-002N202061,Taxation,61,FILING A FALSE SALES TAX RETURN,
143.911-001Y202061,Taxation,61,ATTEMPTING TO EVADE OR DEFEAT INCOME TAX,
143.911-002Y202061,Taxation,61,ATTEMPTING TO EVADE OR DEFEAT INCOME TAX,
143.921-001Y202061,Taxation,61,FAILURE TO COLLECT OR PAY OVER INCOME TAX,
143.921-002Y202061,Taxation,61,FAILURE TO COLLECT OR PAY OVER INCOME TAX,
143.221-001Y202061,Taxation,61,"EMPLOYER, WITH INTENT TO DEFRAUD, WILLFULLY FAILED TO FILE RETURN/TRUTHFULLY ACCOUNT FOR/PAY WITHHOLDING TAX",
147.120-001Y202061,Taxation,61,MAKING FALSE STATEMENT ON FRANCHISE TAX REPORT,
142.926-001N202054,Motor Vehicle,54,TRANSPORT DYED FUEL WITHOUT NONTAXABLE USE STATEMENT ON SHIPPING PAPER,
144.080-001N202061,Taxation,61,"FAIL TO COLLECT SALES TAX, FILE RETURN AND PAY TAXES; MISREPRESENT ASSUMPTION OF TAXES",
144.610-001Y202061,Taxation,61,FAIL TO PAY MISSOURI USE TAX,
144.610-002N202061,Taxation,61,FAIL TO PAY MISSOURI USE TAX,
137.375-001N202061,Taxation,61,FAILURE TO MAKE AND FORWARD ASSESSMENT BOOK ABSTRACT TO STATE TAX COMMISSION AS REQUIRED,
146.130-001N202061,Taxation,61,TAX EVASION ON INTANGIBLE PERSONAL PROPERTY,
141.810-001Y202061,Taxation,61,LAND TRUST EMPLOYEE/TRUSTEE RECEIVING COMPENSATION/PROFIT FROM LANDS HELD BY SUCH LAND TRUSTS (1ST CLASS COUNTY),
142.914-002N202061,Taxation,61,MOTOR VEHICLE FUEL TRANSPORTATION OFFENSE,
142.869-001N202061,Taxation,61,VIOLATE PROVISIONS OF SECTION 142.869 REGARDING ALTERNATIVE FUEL DECAL,
252.220-001Y202062,Conservation,62,UNLAWFULLY PLACING EXPLOSIVES IN STATE WATERS,
252.230-001N202062,Conservation,62,VIOLATION OF STATE WILDLIFE STATUTES LAW,
252.240-001N202062,Conservation,62,VIOLATION OF ENDANGERED SPECIES LAW,
578.152-001N202062,Conservation,62,"INTERFERING WITH LAWFUL HUNTING, FISHING OR TRAPPING 2ND DEGREE",
578.520-001N202062,Conservation,62,FISH/HUNT/TRAP OR RETRIEVE WILDLIFE FROM PRIVATE LAND WITHOUT PERMISSION FROM OWNER/LESSEE,
578.525-001N202062,Conservation,62,DRIVE/FLUSH GAME FROM PRIVATE LAND OR DISCHARGE FIREARM AT DRIVEN/FLUSHED GAME,
301.420-001N202054,Motor Vehicle,54,MADE FALSE STATEMENT IN OWNERSHIP REGISTRATION/APPLICATION/AGREEMENT,
301.703-001N202054,Motor Vehicle,54,FAILURE TO OBTAIN CERTIFICATE OF OWNERSHIP FOR ALL-TERRAIN VEHICLE,
252.210-001N202062,Conservation,62,DISCHARGE SUBSTANCE INTO WATERS OF THE STATE SUFFICIENT TO INJURE/STUPEFY/KILL FISH,
254.300-001N202062,Conservation,62,VIOLATIONS OF THE STATE FORESTRY LAW,
252.225-002N202062,Conservation,62,FILING FALSE REPORT REGARDING CONSERVATION VIOLATION,
301.707-001N202054,Motor Vehicle,54,OPERATING UNREGISTERED ALL-TERRAIN VEHICLE,
301.200-001N202054,Motor Vehicle,54,DEALER FAILED TO DELIVER BILL OF SALE ON PRESCRIBED FORM,
307.360-001N202054,Motor Vehicle,54,INSPECTING WITHOUT A VALID PERMIT,
307.360-002N202054,Motor Vehicle,54,INSPECTING AT AN UNAPPROVED LOCATION,
307.365-001N202054,Motor Vehicle,54,CHARGING EXCESSIVE INSPECTION FEE,
307.370-001N202054,Motor Vehicle,54,MAKING/ISSUING/KNOWINGLY USING IMITATION/COUNTERFEIT INSPECTION STICKER/SEAL/OTHER DEVICE,
307.400-001N202054,Motor Vehicle,54,FAIL TO KEEP PROPER/MADE FALSE MOTOR CARRIER DRIVER'S RECORD- EXCEEDED MAXIMUM DRIVING TIME,
307.400-002N202054,Motor Vehicle,54,OPERATE AS MOTOR CARRIER WITHOUT MEDICAL CERTIFICATE,
252.041-001N202062,Conservation,62,FAILURE TO WEAR ORANGE-COLORED CLOTHING DURING DEER SEASON,
307.400-003N202054,Motor Vehicle,54,FAIL TO REMAIN WITH/ATTEND MOTOR CARRIER VEHICLE TRANSPORTING HAZARDOUS MATERIAL,
307.400-004N202054,Motor Vehicle,54,SMOKED/CARRIED LIGHTED CIGARETTE WITHIN 25 FEET OF MOTOR CARRIER VEHICLE TRANSPORTING HAZARDOUS MATERIALS,
307.400-006N202054,Motor Vehicle,54,DRIVER UNDER 21 YEARS OF AGE TRANSPORTED HAZARDOUS MATERIAL,
307.400-007N202054,Motor Vehicle,54,DRIVER USED RADAR DETECTOR WHILE IN COMMERCIAL MOTOR VEHICLE,
307.400-008N202054,Motor Vehicle,54,OPERATE COMMERCIAL MOTOR VEHICLE EQUIPPED WITH OR CONTAINED A RADAR DETECTOR,
307.400-009N202054,Motor Vehicle,54,REQUIRED OR PERMITTED DRIVER TO OPERATE COMMERICAL MOTOR VEHICLE EQUIPPED WITH OR CONTAINING A RADAR DETECTOR,
390.041-001N202054,Motor Vehicle,54,OPERATE AS COMMON/CONTRACT CARRIER IN INTRASTATE COMMERCE WITHOUT DOCUMENT FOR LOAD,
304.015-006N202054,Motor Vehicle,54,CHANGE LANES WHEN MOVEMENT COULD NOT BE MADE WITH SAFETY ON ROADWAY HAVING 3 OR MORE LANES - RESULTING IN ACCIDENT,
307.400-005N202054,Motor Vehicle,54,FAIL TO PROPERLY MARK MOTOR CARRIER VEHICLE TRANSPORTING HAZARDOUS MATERIALS,
304.015-001N202054,Motor Vehicle,54,CHANGE LANES WHEN MOVEMENT COULD NOT BE MADE WITH SAFETY ON ROADWAY HAVING 3 OR MORE LANES,
304.015-002N202054,Motor Vehicle,54,CHANGE LANES WHEN MOVEMENT COULD NOT BE MADE WITH SAFETY ON ROADWAY HAVING 3 OR MORE LANES - CAUSES IMMEDIATE THREAT OF AN ACCIDENT,
304.015-003N202054,Motor Vehicle,54,FAILED TO OBEY OFFICIAL SIGNS TEMPORARILY DESIGNATING LANES,
304.015-004N202054,Motor Vehicle,54,FAILED TO OBEY OFFICIAL SIGNS TEMPORARILY DESIGNATING LANES- CAUSES IMMEDIATE THREAT OF AN ACCIDENT,
304.015-005N202054,Motor Vehicle,54,FAILED TO OBEY OFFICIAL SIGNS TEMPORARILY DESIGNATING LANES- RESULTING IN AN ACCIDENT,
304.015-008N202054,Motor Vehicle,54,MADE U-TURN/LEFT TURN ON DIVIDED HIGHWAY NOT AT INTERSECTION/INTERCHANGE/ANY SIGNED LOCATION,
304.015-009N202054,Motor Vehicle,54,MADE U-TURN/LEFT TURN ON DIVIDED HIGHWAY NOT AT INTERSECTION/INTERCHANGE/ANY SIGNED LOCATION - CAUSES IMMEDIATE THREAT OF AN ACCIDENT,
304.015-010N202054,Motor Vehicle,54,FAILED TO DRIVE WITHIN SINGLE LANE ON ROADWAY HAVING 3 OR MORE LANES - CAUSES IMMEDIATE THREAT OF AN ACCIDENT,
304.015-011N202054,Motor Vehicle,54,FAILED TO DRIVE WITHIN SINGLE LANE ON ROADWAY HAVING 3 OR MORE LANES,
304.015-012N202054,Motor Vehicle,54,DROVE WRONG DIRECTION ON HIGHWAY DIVIDED INTO TWO OR MORE ROADWAYS - CAUSES IMMEDIATE THREAT OF AN ACCIDENT,
304.015-013N202054,Motor Vehicle,54,DROVE WRONG DIRECTION ON HIGHWAY DIVIDED INTO TWO OR MORE ROADWAYS,
304.015-014N202054,Motor Vehicle,54,FAILED TO DRIVE ON RIGHT HALF OF ROADWAY WHEN ROADWAY WAS OF SUFFICIENT WIDTH,
304.015-015N202054,Motor Vehicle,54,FAILED TO DRIVE ON RIGHT HALF OF ROADWAY WHEN ROADWAY WAS OF SUFFICIENT WIDTH - CAUSES IMMEDIATE THREAT OF AN ACCIDENT,
304.015-027N202054,Motor Vehicle,54,FAILED TO DRIVE WITHIN RIGHT LANE OF HIGHWAY WITH 2 OR MORE LANES IN THE SAME DIRECTION - CAUSES IMMEDIATE THREAT OF AN ACCIDENT,
304.015-028N202054,Motor Vehicle,54,"TRUCK MORE THAN 48,000 POUNDS FAIL TO DRIVE IN RIGHT HAND LANE OF ROADWAY WITH 3 OR MORE LANES - CAUSES IMMEDIATE THREAT OF AN ACCIDENT",
304.015-029N202054,Motor Vehicle,54,"TRUCK MORE THAN 48,000 POUNDS FAILS TO DRIVE IN RIGHT HAND LANE OF ROADWAY WITH 3 OR MORE LANES",
304.015-030N202054,Motor Vehicle,54,"TRUCK MORE THAN 48,000 POUNDS FAIL TO DRIVE IN RIGHT HAND LANE OF ROADWAY WITH 3 OR MORE LANES - RESULT IN ACCIDENT",
304.032-007N202054,Motor Vehicle,54,UNLAWFULLY OPERATE UTILITY VEHICLE WHILE CARRYING PASSENGER WHEN SEAT NOT DESIGNED FOR SUCH,
304.015-022N202054,Motor Vehicle,54,DROVE IN CENTER LANE OF 3 LANE ROADWAY WHEN VIEW OBSTRUCTED OR NOT CLEAR OF TRAFFIC,
304.015-023N202054,Motor Vehicle,54,DROVE IN CENTER LANE OF 3 LANE ROADWAY WHEN VIEW OBSTRUCTED OR NOT CLEAR OF TRAFFIC - CAUSES IMMEDIATE THREAT OF AN ACCIDENT,
304.015-024N202054,Motor Vehicle,54,FAILED TO DRIVE IN RIGHT HAND LANE OF ROADWAY WITH 3 OR MORE LANES WHEN TRAVELING AT SPEED LESS THAN NORMAL,
304.015-025N202054,Motor Vehicle,54,FAILED TO DRIVE IN RIGHT HAND LANE OF ROADWAY WITH 3 OR MORE LANES WHEN TRAVELING AT SPEED LESS THAN NORMAL - CAUSES IMMEDIATE THREAT OF AN ACCIDENT,
307.195-001N202054,Motor Vehicle,54,OPERATE MOTORIZED BICYCLE ON HIGHWAY OR STREET WITHOUT DRIVER'S LICENSE,
307.195-002N202054,Motor Vehicle,54,OPERATE MOTORIZED BICYCLE ON INTERSTATE HIGHWAY,
307.140-001N202054,Motor Vehicle,54,OPERATE SCHOOL BUS OR VEHICLE DESIGNED/USED TO TRANSPORT PASSENGERS FOR HIRE NOT EQUIPPED WITH SAFETY GLASS,
307.145-001N202054,Motor Vehicle,54,SELLING A PASSENGER VEHICLE THAT IS NOT EQUIPPED WITH SAFETY GLASS,
577.017-001N202054,Alcohol,54,CONSUMPTION OF ALCOHOLIC BEVERAGE WHILE DRIVING,
304.015-033N202054,Motor Vehicle,54,FAIL TO PLACE VEHICLE NOT IN MOTION AS NEAR RIGHT HAND SIDE OF HIGHWAY AS PRACTICABLE - RESULTING IN AN ACCIDENT,
307.015-001N202054,Motor Vehicle,54,FAIL TO HAVE MUD FLAPS/ADEQUATE MUD FLAPS ON TRUCK OR TRUCK TRACTOR TRAILER,
307.050-001N202054,Motor Vehicle,54,VIOLATE SECTION 307.050 REGARDING ALTERNATIVE TO APPROVED HEADLAMPS ON MOTOR VEHICLE,
307.090-002N202054,Motor Vehicle,54,AIM/USE A MOTOR VEHICLE SPOTLAMP IN A GLARING MANNER/TO DAZZLE A PERSON,
307.172-003N202054,Motor Vehicle,54,OPERATE MOTOR VEHICLE WITHOUT PROPERLY EQUIPPED BUMPERS,
307.172-004N202054,Motor Vehicle,54,OPERATE PASSENGER VEHICLE WITH FRONT/REAR RAISED TO ANGLE TO OBSTRUCT DRIVER'S VISION OF HIGHWAY,
307.400-010N202054,Motor Vehicle,54,OPERATE MOTOR CARRIER VEHICLE WITH IMPROPER/DEFECTIVE LIGHTS/SIGNALING DEVICE/REFLECTOR OR ELECTRIC DEVICES,
307.400-011N202054,Motor Vehicle,54,OPERATE MOTOR CARRIER VEHICLE WITH VISION REDUCING DAMAGE/VISION DISCOLORATION/GLAZING COVERED,
307.400-012N202054,Motor Vehicle,54,FAIL TO EQUIP MOTOR CARRIER VEHICLE WITH/MAINTAIN REQUIRED BRAKE SYSTEM,
307.400-013N202054,Motor Vehicle,54,FAIL TO PROPERLY INSTALL/PROTECT/COVER BATTERY OR WIRING ON MOTOR CARRIER VEHICLE,
407.1079-001Y201526,Fraud,26,"SELLER/TELEMARKETER WILLFULLY, KNOWINGLY FAILED TO KEEP VERIFIABLE AUTHORIZATIONS AND REQUIRED RECORDS",
407.1076-002Y201526,Fraud,26,"TELEMARKETER/SELLER KNOWINGLY, WILLFULLY ENGAGES IN AN UNLAWFUL TELEMARKETING ACT OR PRACTICE",
358.440-001Y201526,Fraud,26,KNOWINGLY SIGNING FALSE DOCUMENT RELATED TO A LIMITED LIABILITY PARTNERSHIP,
351.713-001Y201526,Fraud,26,SIGNING FALSE DOCUMENT RELATING TO BUSINESS INSTITUTION,
265.494-001Y201526,Fraud,26,ENGAGE IN MISLEADING/DECEPTIVE PRACTICE IN ADVERTISEMENT/OFFER FOR SALE/SELL/ALL OR PART OF CARCASS/FOOD PLAN,
217.075-001Y201526,Fraud,26,VIOLATION OF REGULATIONS ESTABLISHED FOR RECORDS MAINTAINED BY THE DEPARTMENT OF CORRECTIONS,
288.395-001Y201526,Fraud,26,FRAUD/MISREPRESENTATION RELATED TO EMPLOYMENT SECURITY BENEFITS - 1ST OFFENSE,
150.465-001Y201526,Fraud,26,ILLEGAL SALES BY INTINERANT VENDOR OR PEDDLER,
407.516-001Y201526,Fraud,26,ODOMETER FRAUD 1ST DEGREE,
407.433-001Y201526,Fraud,26,KNOWINGLY DEFRAUD/INTENT TO DEFRAUD CREDIT CARD HOLDER - SALES RECEIPT OR BY ELECTRONIC MEANS WITHOUT CONSENT - 2ND OR SUBSEQUENT OFFENSE,
367.506-001Y201526,Fraud,26,VIOLATION OF TITLE LENDER REGISTRATION REQUIREMENTS -2ND OR SUBSEQUENT OFFENSE,
443.879-001Y201526,Fraud,26,"FAILURE TO FILE OR DELIBERATELY DECEIVING IN A REPORT REQUIRED BY THE ""RESIDENTIAL MORTGAGE BROKERS LICENSE ACT""",
595.045-001Y201526,Fraud,26,FRAUDULENT CLAIM FOR COMPENSATION AS CRIME VICTIM,
407.300-001Y201526,Fraud,26,FAILURE TO KEEP A REGISTER OF SCRAP METAL PURCHASE OR TRADE,
407.301-001Y201526,Fraud,26,SCRAP METAL DEALER KNOWINGLY PURCHASE/POSSESS A METAL BEER KEG FROM OTHER THAN BREWER/AUTHORIZED REPRESENTATIVE,
407.080-001Y201526,Fraud,26,INTERFERENCE WITH OR AVOIDANCE OF CIVIL INVESTIGATION INTO UNLAWFUL MERCHANDISING PRACTICES,
